#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B3CBB6
#Date Time: 2026-08-17 17:35:54.093
#Sample rate: 5e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 5 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 5 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-8.073545741324921e-05,12.00398453812993,0.1117891102023327
-8.071545741324921e-05,11.9892353282022,0.08954194480228347
-8.06954574132492e-05,12.01873374805766,0.1080812493023245
-8.06754574132492e-05,12.00767184061187,0.07471050120225574
-8.065545741324921e-05,12.0224210505396,0.08583408390227529
-8.063545741324921e-05,12.000297235648,0.06729477940223429
-8.06154574132492e-05,12.0334829579854,0.08583408390227529
-8.05954574132492e-05,12.01873374805766,0.08212622300226204
-8.057545741324921e-05,12.00398453812993,0.07100264030224249
-8.055545741324921e-05,12.02610835302153,0.07100264030224249
-8.053545741324921e-05,12.00398453812993,0.04133975310217689
-8.05154574132492e-05,12.03348295798538,0.07100264030223069
-8.049545741324921e-05,12.00398453812995,0.04504761400219689
-8.047545741324921e-05,12.02979565550346,0.06358691850222609
-8.045545741324921e-05,11.99292263068414,0.03763189220216869
-8.04354574132492e-05,12.0113591430938,0.05987905760221789
-8.041545741324921e-05,11.99660993316608,0.03763189220217881
-8.039545741324921e-05,12.0113591430938,0.04504761400218509
-8.037545741324921e-05,12.000297235648,0.04133975310217689
-8.03554574132492e-05,11.99660993316607,0.03763189220216869
-8.033545741324921e-05,12.00398453812993,0.03392403130216218
-8.031545741324921e-05,11.99660993316607,0.04133975310217689
-8.029545741324921e-05,12.000297235648,0.04504761400218509
-8.02754574132492e-05,11.98554802572027,0.007969005002103095
